edge_id,source_strut_id,source_class,k,neighbor_edge_ids,neighbor_categories,neighbor_distances_mm,present_neighbor_count,unintentional_missing_neighbor_count,unintentional_broken_neighbor_count,intentional_missing_neighbor_count,resolved_neighbor_count,unresolved_neighbor_count
E_N003283_N003289,5807,unintentional_missing,3,"[""E_N003283_N003287"",""E_N003284_N003289"",""E_N003283_N003284""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329]",3,0,0,0,3,0
E_N003283_N003289,5807,unintentional_missing,5,"[""E_N003283_N003287"",""E_N003284_N003289"",""E_N003283_N003284"",""E_N003287_N003289"",""E_N003283_N003303""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N003283_N003289,5807,unintentional_missing,10,"[""E_N003283_N003287"",""E_N003284_N003289"",""E_N003283_N003284"",""E_N003287_N003289"",""E_N003283_N003303"",""E_N003280_N003289"",""E_N002149_N003289"",""E_N003283_N004423"",""E_N003284_N003287"",""E_N003283_N003298""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053289,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N003283_N003303,5834,unintentional_missing,1,"[""E_N003283_N003287""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N003283_N003303,5834,unintentional_missing,3,"[""E_N003283_N003287"",""E_N003283_N003298"",""E_N003287_N003303""]","[""present"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003283_N003303,5834,unintentional_missing,5,"[""E_N003283_N003287"",""E_N003283_N003298"",""E_N003287_N003303"",""E_N003298_N003303"",""E_N003283_N003289""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994]",4,1,0,0,5,0
E_N003283_N003303,5834,unintentional_missing,10,"[""E_N003283_N003287"",""E_N003283_N003298"",""E_N003287_N003303"",""E_N003298_N003303"",""E_N003283_N003289"",""E_N003297_N003303"",""E_N002149_N003303"",""E_N003283_N004437"",""E_N003287_N003298"",""E_N003283_N003284""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728228]",6,4,0,0,10,0
E_N003283_N004423,7820,unintentional_missing,1,"[""E_N004421_N004423""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003283_N004423,7820,unintentional_missing,3,"[""E_N004421_N004423"",""E_N003283_N004421"",""E_N003284_N004423""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289]",3,0,0,0,3,0
E_N003283_N004423,7820,unintentional_missing,5,"[""E_N004421_N004423"",""E_N003283_N004421"",""E_N003284_N004423"",""E_N003283_N003284"",""E_N004417_N004423""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003283_N004423,7820,unintentional_missing,10,"[""E_N004421_N004423"",""E_N003283_N004421"",""E_N003284_N004423"",""E_N003283_N003284"",""E_N004417_N004423"",""E_N003283_N004437"",""E_N003280_N004423"",""E_N003283_N003289"",""E_N003284_N004421"",""E_N004417_N004421""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053289,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N003283_N004437,7849,unintentional_missing,1,"[""E_N004421_N004437""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003283_N004437,7849,unintentional_missing,3,"[""E_N004421_N004437"",""E_N003283_N004421"",""E_N003283_N003298""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N003283_N004437,7849,unintentional_missing,5,"[""E_N004421_N004437"",""E_N003283_N004421"",""E_N003283_N003298"",""E_N003298_N004437"",""E_N004417_N004437""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003283_N004437,7849,unintentional_missing,10,"[""E_N004421_N004437"",""E_N003283_N004421"",""E_N003283_N003298"",""E_N003298_N004437"",""E_N004417_N004437"",""E_N003283_N004423"",""E_N003297_N004437"",""E_N003283_N003303"",""E_N003298_N004421"",""E_N004417_N004421""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999994,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N003297_N003303,5835,unintentional_missing,1,"[""E_N003297_N003301""]","[""present""]",[1.6122034611053286],1,0,0,0,1,0
E_N003297_N003303,5835,unintentional_missing,3,"[""E_N003297_N003301"",""E_N003298_N003303"",""E_N003297_N003298""]","[""present"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329]",3,0,0,0,3,0
E_N003297_N003303,5835,unintentional_missing,5,"[""E_N003297_N003301"",""E_N003298_N003303"",""E_N003297_N003298"",""E_N003301_N003303"",""E_N003297_N003317""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N003297_N003303,5835,unintentional_missing,10,"[""E_N003297_N003301"",""E_N003298_N003303"",""E_N003297_N003298"",""E_N003301_N003303"",""E_N003297_N003317"",""E_N003283_N003303"",""E_N002163_N003303"",""E_N003297_N004437"",""E_N003298_N003301"",""E_N003297_N003312""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053286,1.6122034611053286,1.612203461105329,1.612203461105329,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N003297_N003317,5862,unintentional_missing,1,"[""E_N003297_N003301""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003297_N003317,5862,unintentional_missing,3,"[""E_N003297_N003301"",""E_N003297_N003312"",""E_N003301_N003317""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003297_N003317,5862,unintentional_missing,5,"[""E_N003297_N003301"",""E_N003297_N003312"",""E_N003301_N003317"",""E_N003312_N003317"",""E_N003297_N003303""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985]",4,1,0,0,5,0
E_N003297_N003317,5862,unintentional_missing,10,"[""E_N003297_N003301"",""E_N003297_N003312"",""E_N003301_N003317"",""E_N003312_N003317"",""E_N003297_N003303"",""E_N002163_N003317"",""E_N003297_N004451"",""E_N003301_N003312"",""E_N003311_N003317"",""E_N003297_N003298""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""unintentional_missing"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728223]",6,4,0,0,10,0
E_N003297_N004437,7848,unintentional_missing,1,"[""E_N004435_N004437""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003297_N004437,7848,unintentional_missing,3,"[""E_N004435_N004437"",""E_N003297_N004435"",""E_N003298_N004437""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286]",3,0,0,0,3,0
E_N003297_N004437,7848,unintentional_missing,5,"[""E_N004435_N004437"",""E_N003297_N004435"",""E_N003298_N004437"",""E_N003297_N003298"",""E_N004431_N004437""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003297_N004437,7848,unintentional_missing,10,"[""E_N004435_N004437"",""E_N003297_N004435"",""E_N003298_N004437"",""E_N003297_N003298"",""E_N004431_N004437"",""E_N003297_N004451"",""E_N003283_N004437"",""E_N003297_N003303"",""E_N003298_N004435"",""E_N004431_N004435""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053286,1.6122034611053286,1.612203461105329,2.2799999999999976,2.2799999999999985,2.2800000000000002,2.280000000000001,2.280000000000001,2.792418306772821]",6,4,0,0,10,0
E_N003297_N004451,7877,unintentional_missing,1,"[""E_N003297_N004435""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003297_N004451,7877,unintentional_missing,3,"[""E_N003297_N004435"",""E_N004435_N004451"",""E_N003297_N003312""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N003297_N004451,7877,unintentional_missing,5,"[""E_N003297_N004435"",""E_N004435_N004451"",""E_N003297_N003312"",""E_N003312_N004451"",""E_N004431_N004451""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003297_N004451,7877,unintentional_missing,10,"[""E_N003297_N004435"",""E_N004435_N004451"",""E_N003297_N003312"",""E_N003312_N004451"",""E_N004431_N004451"",""E_N003297_N004437"",""E_N003297_N003317"",""E_N003311_N004451"",""E_N003312_N004435"",""E_N004431_N004435""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999985,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728205]",6,4,0,0,10,0
E_N003311_N003317,5863,unintentional_missing,1,"[""E_N003311_N003312""]","[""present""]",[1.612203461105329],1,0,0,0,1,0
E_N003311_N003317,5863,unintentional_missing,3,"[""E_N003311_N003312"",""E_N003311_N003315"",""E_N003312_N003317""]","[""present"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003311_N003317,5863,unintentional_missing,5,"[""E_N003311_N003312"",""E_N003311_N003315"",""E_N003312_N003317"",""E_N003315_N003317"",""E_N002177_N003317""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001]",4,1,0,0,5,0
E_N003311_N003317,5863,unintentional_missing,10,"[""E_N003311_N003312"",""E_N003311_N003315"",""E_N003312_N003317"",""E_N003315_N003317"",""E_N002177_N003317"",""E_N003297_N003317"",""E_N003311_N003331"",""E_N003311_N004451"",""E_N003312_N003315"",""E_N002177_N003315""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.612203461105329,1.612203461105329,1.612203461105329,1.612203461105329,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.792418306772824]",6,4,0,0,10,0
E_N003311_N003331,5890,unintentional_missing,1,"[""E_N003326_N003331""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003311_N003331,5890,unintentional_missing,3,"[""E_N003326_N003331"",""E_N003311_N003315"",""E_N003311_N003326""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003311_N003331,5890,unintentional_missing,5,"[""E_N003326_N003331"",""E_N003311_N003315"",""E_N003311_N003326"",""E_N003315_N003331"",""E_N003325_N003331""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003311_N003331,5890,unintentional_missing,10,"[""E_N003326_N003331"",""E_N003311_N003315"",""E_N003311_N003326"",""E_N003315_N003331"",""E_N003325_N003331"",""E_N002177_N003331"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N003315_N003326"",""E_N003325_N003326""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N003311_N004451,7876,unintentional_missing,1,"[""E_N004449_N004451""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003311_N004451,7876,unintentional_missing,3,"[""E_N004449_N004451"",""E_N003311_N003312"",""E_N003311_N004449""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003311_N004451,7876,unintentional_missing,5,"[""E_N004449_N004451"",""E_N003311_N003312"",""E_N003311_N004449"",""E_N003312_N004451"",""E_N004445_N004451""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003311_N004451,7876,unintentional_missing,10,"[""E_N004449_N004451"",""E_N003311_N003312"",""E_N003311_N004449"",""E_N003312_N004451"",""E_N004445_N004451"",""E_N003297_N004451"",""E_N003311_N003317"",""E_N003311_N004465"",""E_N003312_N004449"",""E_N004445_N004449""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
E_N003311_N004465,7905,unintentional_missing,1,"[""E_N003326_N004465""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003311_N004465,7905,unintentional_missing,3,"[""E_N003326_N004465"",""E_N004449_N004465"",""E_N003311_N003326""]","[""present"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329]",3,0,0,0,3,0
E_N003311_N004465,7905,unintentional_missing,5,"[""E_N003326_N004465"",""E_N004449_N004465"",""E_N003311_N003326"",""E_N003311_N004449"",""E_N003325_N004465""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003311_N004465,7905,unintentional_missing,10,"[""E_N003326_N004465"",""E_N004449_N004465"",""E_N003311_N003326"",""E_N003311_N004449"",""E_N003325_N004465"",""E_N004445_N004465"",""E_N003311_N003331"",""E_N003311_N004451"",""E_N003326_N004449"",""E_N004460_N004465""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.6122034611053278,1.612203461105329,1.612203461105329,2.2799999999999976,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728205]",6,4,0,0,10,0
E_N003325_N003331,5891,unintentional_missing,1,"[""E_N003326_N003331""]","[""present""]",[1.6122034611053278],1,0,0,0,1,0
E_N003325_N003331,5891,unintentional_missing,3,"[""E_N003326_N003331"",""E_N003325_N003326"",""E_N003325_N003329""]","[""present"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329]",3,0,0,0,3,0
E_N003325_N003331,5891,unintentional_missing,5,"[""E_N003326_N003331"",""E_N003325_N003326"",""E_N003325_N003329"",""E_N003329_N003331"",""E_N003311_N003331""]","[""present"",""present"",""present"",""present"",""unintentional_missing""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976]",4,1,0,0,5,0
E_N003325_N003331,5891,unintentional_missing,10,"[""E_N003326_N003331"",""E_N003325_N003326"",""E_N003325_N003329"",""E_N003329_N003331"",""E_N003311_N003331"",""E_N002191_N003331"",""E_N003325_N003345"",""E_N003325_N004465"",""E_N003326_N003329"",""E_N003311_N003326""]","[""present"",""present"",""present"",""present"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""unintentional_missing"",""present"",""present""]","[1.6122034611053278,1.612203461105329,1.612203461105329,1.612203461105329,2.2799999999999976,2.280000000000001,2.280000000000001,2.280000000000001,2.280000000000001,2.7924183067728214]",6,4,0,0,10,0
